"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 07, 2017","5,525.02","5,546.23","5,547.73","5,516.83","-","-0.45%"
"Jul 06, 2017","5,549.95","5,558.30","5,559.68","5,523.51","-","-0.05%"
"Jul 05, 2017","5,552.80","5,553.31","5,563.31","5,539.48","-","0.05%"
"Jul 04, 2017","5,549.75","5,573.56","5,580.54","5,546.56","-","-0.26%"
"Jul 03, 2017","5,564.42","5,558.78","5,570.84","5,545.85","-","0.24%"
"Jun 30, 2017","5,551.13","5,590.75","5,590.75","5,548.71","-","-0.66%"
"Jun 29, 2017","5,588.02","5,614.18","5,656.16","5,582.59","-","-0.27%"
"Jun 28, 2017","5,602.94","5,590.55","5,608.74","5,570.28","-","0.46%"
"Jun 27, 2017","5,577.08","5,574.91","5,598.39","5,562.86","-","-0.08%"
"Jun 26, 2017","5,581.33","5,566.28","5,599.23","5,563.09","-","0.28%"
"Jun 23, 2017","5,565.78","5,558.78","5,572.58","5,547.00","-","0.17%"
"Jun 22, 2017","5,556.28","5,556.40","5,567.44","5,541.58","-","0.18%"
"Jun 21, 2017","5,546.07","5,566.62","5,566.62","5,523.53","-","-0.27%"
"Jun 20, 2017","5,560.82","5,599.17","5,610.25","5,560.62","-","-0.74%"
"Jun 19, 2017","5,602.03","5,571.46","5,613.93","5,570.05","-","0.47%"
"Jun 16, 2017","5,575.62","5,529.69","5,575.62","5,526.17","-","0.85%"
"Jun 15, 2017","5,528.80","5,584.44","5,586.36","5,510.74","-","-1.50%"
"Jun 14, 2017","5,613.20","5,587.39","5,636.70","5,575.65","-","0.54%"
"Jun 13, 2017","5,583.23","5,551.51","5,588.27","5,551.51","-","0.50%"
"Jun 12, 2017","5,555.43","5,581.90","5,589.76","5,551.03","-","-0.34%"
"Jun 09, 2017","5,574.51","5,557.42","5,582.94","5,545.40","-","-0.08%"
"Jun 08, 2017","5,578.83","5,600.43","5,607.16","5,569.74","-","-0.46%"
"Jun 07, 2017","5,604.89","5,606.09","5,621.32","5,590.35","-","-0.03%"
"Jun 06, 2017","5,606.47","5,622.73","5,628.84","5,598.47","-","-0.36%"
"Jun 05, 2017","5,626.63","5,637.33","5,637.33","5,615.17","-","-0.25%"
"Jun 02, 2017","5,640.57","5,577.06","5,645.05","5,576.67","-","1.15%"
"Jun 01, 2017","5,576.34","5,553.90","5,583.62","5,553.90","-","0.28%"
"May 31, 2017","5,560.97","5,533.12","5,576.29","5,528.05","-","0.37%"
"May 30, 2017","5,540.38","5,528.24","5,549.54","5,513.52","-","-0.00%"
"May 29, 2017","5,540.47","5,544.71","5,547.02","5,533.92","-","-0.08%"
"May 26, 2017","5,544.86","5,562.20","5,562.52","5,534.87","-","-0.37%"
"May 25, 2017","5,565.29","5,570.49","5,583.80","5,560.31","-","0.26%"
"May 24, 2017","5,550.80","5,548.77","5,568.87","5,543.80","-","-0.24%"
"May 23, 2017","5,564.18","5,561.50","5,575.04","5,541.23","-","-0.04%"
"May 22, 2017","5,566.53","5,538.35","5,572.73","5,533.45","-","0.60%"
"May 19, 2017","5,533.56","5,482.68","5,543.46","5,476.43","-","0.76%"
"May 18, 2017","5,492.00","5,528.30","5,528.49","5,468.08","-","-0.75%"
"May 17, 2017","5,533.78","5,548.29","5,556.10","5,523.94","-","-0.27%"
"May 16, 2017","5,548.53","5,506.68","5,553.71","5,503.85","-","0.86%"
