"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 20, 2016","1,044.15","1,117.59","1,117.62","1,039.83","-","-6.53%"
"Jul 19, 2016","1,117.12","1,138.13","1,138.45","1,115.39","-","-1.75%"
"Jul 18, 2016","1,136.98","1,140.23","1,143.06","1,125.18","-","-0.24%"
"Jul 17, 2016","1,139.73","1,140.21","1,140.41","1,139.39","-","-0.06%"
"Jul 15, 2016","1,140.46","1,157.73","1,158.09","1,136.44","-","-1.44%"
"Jul 14, 2016","1,157.07","1,159.75","1,163.55","1,126.85","-","-0.31%"
"Jul 13, 2016","1,160.71","1,119.60","1,169.12","1,113.20","-","3.68%"
"Jul 12, 2016","1,119.54","1,162.95","1,165.95","1,118.94","-","-3.77%"
"Jul 11, 2016","1,163.35","1,144.98","1,171.60","1,138.75","-","1.63%"
"Jul 10, 2016","1,144.67","1,145.11","1,145.18","1,144.50","-","0.08%"
"Jul 08, 2016","1,143.71","1,106.06","1,146.21","1,097.95","-","3.20%"
"Jul 07, 2016","1,108.27","1,137.27","1,142.29","1,100.35","-","-2.34%"
"Jul 06, 2016","1,134.88","1,086.46","1,139.58","1,085.70","-","4.29%"
"Jul 05, 2016","1,088.18","1,078.12","1,091.01","1,055.22","-","0.89%"
"Jul 04, 2016","1,078.58","1,047.15","1,081.00","1,047.00","-","3.01%"
"Jul 03, 2016","1,047.11","1,047.11","1,047.36","1,047.00","-","-0.06%"
"Jul 01, 2016","1,047.75","998.26","1,049.95","998.05","-","5.02%"
"Jun 30, 2016","997.62","987.82","999.28","979.79","-","1.10%"
"Jun 29, 2016","986.77","959.87","995.66","959.72","-","3.01%"
"Jun 28, 2016","957.90","974.42","975.82","952.14","-","-1.61%"
"Jun 27, 2016","973.60","971.85","993.99","954.80","-","-0.27%"
"Jun 24, 2016","976.26","930.77","990.27","919.71","-","4.87%"
"Jun 23, 2016","930.95","929.31","941.38","921.82","-","0.27%"
"Jun 22, 2016","928.43","925.25","928.72","908.08","-","0.35%"
"Jun 21, 2016","925.18","949.84","951.99","922.25","-","-2.65%"
"Jun 20, 2016","950.33","935.71","955.28","915.54","-","1.77%"
"Jun 17, 2016","933.84","931.20","949.07","923.66","-","0.59%"
"Jun 16, 2016","928.32","949.73","978.88","922.03","-","-2.26%"
"Jun 15, 2016","949.76","915.21","958.04","911.51","-","3.74%"
"Jun 14, 2016","915.51","931.03","936.68","904.02","-","-1.86%"
"Jun 13, 2016","932.87","929.52","953.67","919.80","-","0.19%"
"Jun 10, 2016","931.07","947.53","962.88","925.44","-","-1.74%"
"Jun 09, 2016","947.58","926.88","950.64","924.32","-","2.22%"
"Jun 08, 2016","926.96","889.86","939.90","889.01","-","4.27%"
"Jun 07, 2016","888.96","897.12","903.14","886.96","-","-0.88%"
"Jun 06, 2016","896.85","875.61","899.19","872.66","-","2.47%"
"Jun 03, 2016","875.27","792.18","877.25","789.96","-","10.48%"
"Jun 02, 2016","792.23","791.69","801.88","782.86","-","0.11%"
"Jun 01, 2016","791.36","791.05","805.20","778.20","-","0.01%"
"May 31, 2016","791.27","770.36","802.44","768.16","-","2.78%"
"May 30, 2016","769.87","773.10","773.31","766.85","-","-0.47%"
"May 27, 2016","773.51","811.88","812.37","772.59","-","-4.71%"
"May 26, 2016","811.75","813.00","836.72","805.97","-","-0.04%"
"May 25, 2016","812.06","794.20","816.54","769.40","-","2.21%"
"May 24, 2016","794.49","855.94","856.03","792.38","-","-7.12%"
"May 23, 2016","855.44","860.51","865.20","842.85","-","-0.56%"
"May 20, 2016","860.24","854.18","865.10","832.75","-","0.87%"
"May 19, 2016","852.81","851.76","860.45","810.67","-","-0.11%"
"May 18, 2016","853.72","915.35","917.02","850.68","-","-6.77%"
"May 17, 2016","915.74","888.59","926.15","885.04","-","5.07%"
"May 13, 2016","871.59","866.05","881.76","857.58","-","0.54%"
"May 12, 2016","866.91","870.95","888.80","857.82","-","-0.50%"
"May 11, 2016","871.26","844.33","881.63","841.15","-","3.25%"
"May 10, 2016","843.81","825.76","846.18","809.50","-","2.23%"
"May 09, 2016","825.40","876.98","880.21","824.93","-","-5.86%"
"May 06, 2016","876.79","835.56","884.02","833.56","-","4.92%"
"May 05, 2016","835.66","815.95","843.62","812.50","-","2.38%"
"May 04, 2016","816.22","862.15","862.95","808.35","-","-5.37%"
"May 03, 2016","862.53","883.23","888.90","854.35","-","-2.27%"
"May 02, 2016","882.59","893.21","905.56","876.96","-","-1.29%"
"Apr 29, 2016","894.12","845.92","894.25","845.92","-","5.68%"
"Apr 28, 2016","846.10","814.91","851.10","811.46","-","4.01%"
"Apr 27, 2016","813.51","804.52","820.75","796.61","-","1.17%"
"Apr 26, 2016","804.08","781.59","804.67","775.78","-","2.82%"
"Apr 25, 2016","782.00","789.84","798.54","777.76","-","-1.03%"
"Apr 22, 2016","790.14","808.41","816.26","781.81","-","-2.33%"
"Apr 21, 2016","809.01","791.02","818.62","790.05","-","2.25%"
"Apr 20, 2016","791.20","810.72","831.78","788.44","-","-2.51%"
"Apr 19, 2016","811.53","759.92","813.61","759.89","-","6.92%"
"Apr 18, 2016","759.01","749.87","765.21","749.61","-","0.93%"
"Apr 15, 2016","752.03","731.23","755.96","725.65","-","2.82%"
"Apr 14, 2016","731.41","750.87","750.99","720.23","-","-2.64%"
"Apr 13, 2016","751.24","765.33","768.57","750.19","-","-1.60%"
"Apr 12, 2016","763.45","763.45","763.45","763.45","-","1.30%"
"Apr 11, 2016","753.64","705.20","754.70","705.09","-","6.85%"
"Apr 08, 2016","705.32","678.67","706.98","678.59","-","3.92%"
"Apr 07, 2016","678.71","662.93","682.80","661.19","-","2.57%"
"Apr 06, 2016","661.68","660.06","664.78","652.92","-","0.35%"
"Apr 05, 2016","659.35","644.86","660.80","641.98","-","2.18%"
"Apr 04, 2016","645.27","663.82","663.94","644.03","-","-2.63%"
"Apr 01, 2016","662.69","652.79","664.55","635.00","-","1.39%"
"Mar 31, 2016","653.63","659.62","671.79","651.94","-","-1.04%"
"Mar 30, 2016","660.49","662.41","671.09","651.44","-","0.05%"
"Mar 29, 2016","660.13","628.28","664.99","627.29","-","5.08%"
"Mar 28, 2016","628.19","631.18","636.41","619.84","-","-0.50%"
"Mar 25, 2016","631.32","631.54","632.28","631.01","-","0.02%"
"Mar 24, 2016","631.22","626.96","634.65","621.72","-","0.30%"
"Mar 23, 2016","629.34","669.31","669.90","629.06","-","-5.91%"
"Mar 22, 2016","668.87","666.58","679.53","661.61","-","0.09%"
"Mar 21, 2016","668.29","664.74","678.33","661.81","-","0.40%"
"Mar 18, 2016","665.64","663.42","672.91","657.88","-","0.73%"
"Mar 17, 2016","660.80","664.16","687.47","659.55","-","1.12%"
"Mar 16, 2016","653.51","618.19","660.97","607.12","-","5.84%"
"Mar 15, 2016","617.45","619.91","620.02","599.23","-","-0.82%"
"Mar 14, 2016","622.57","636.42","642.10","619.53","-","-2.88%"
"Mar 11, 2016","641.00","649.36","658.74","639.55","-","-1.02%"
"Mar 10, 2016","647.58","629.00","650.40","626.78","-","2.88%"
"Mar 09, 2016","629.48","635.61","635.75","609.04","-","-1.19%"
"Mar 08, 2016","637.04","657.89","665.01","636.20","-","-2.76%"
"Mar 07, 2016","655.14","633.33","663.65","630.11","-","3.29%"
"Mar 04, 2016","634.27","636.17","670.27","634.09","-","0.43%"
"Mar 03, 2016","631.53","601.53","634.59","600.75","-","5.52%"
"Mar 02, 2016","598.49","586.89","600.64","583.72","-","1.12%"
"Mar 01, 2016","591.86","604.96","613.04","591.39","-","-1.68%"
"Feb 29, 2016","601.98","584.81","602.33","584.64","-","2.27%"
"Feb 26, 2016","588.62","600.98","601.49","583.04","-","-1.60%"
"Feb 25, 2016","598.18","586.80","600.21","586.09","-","1.94%"
"Feb 24, 2016","586.82","580.34","605.09","579.44","-","1.68%"
"Feb 23, 2016","577.10","571.97","584.24","570.99","-","0.72%"
"Feb 22, 2016","573.00","577.67","578.95","564.56","-","-0.67%"
"Feb 19, 2016","576.89","588.68","589.17","576.51","-","-1.46%"
"Feb 18, 2016","585.44","554.90","585.44","550.70","-","5.14%"
"Feb 17, 2016","556.83","543.88","560.73","540.54","-","2.84%"
"Feb 16, 2016","541.44","567.77","570.19","539.54","-","-4.87%"
"Feb 15, 2016","569.16","571.31","571.99","568.35","-","-0.22%"
"Feb 12, 2016","570.40","558.56","571.51","547.81","-","3.49%"
"Feb 11, 2016","551.16","519.13","559.92","517.56","-","6.65%"
"Feb 10, 2016","516.77","517.60","519.47","502.27","-","-0.69%"
"Feb 09, 2016","520.37","534.33","543.05","518.71","-","-1.43%"
"Feb 08, 2016","527.93","509.20","537.72","508.50","-","4.11%"
"Feb 05, 2016","507.10","491.14","507.10","479.08","-","3.56%"
"Feb 04, 2016","489.69","474.80","496.55","474.55","-","4.04%"
"Feb 03, 2016","470.66","451.11","473.51","449.86","-","4.19%"
"Feb 02, 2016","451.74","460.84","461.57","447.25","-","-1.58%"
"Feb 01, 2016","459.00","446.84","460.78","445.09","-","2.94%"
"Jan 29, 2016","445.91","438.73","447.20","435.74","-","0.85%"
