"Date","Price","Open","High","Low","Vol.","Change %"
"Jun 20, 2017","544.33","553.28","556.75","543.20","-","-1.65%"
"Jun 19, 2017","553.48","549.48","553.48","549.29","-","0.76%"
"Jun 16, 2017","549.29","547.47","554.35","547.42","-","0.32%"
"Jun 15, 2017","547.52","564.31","564.37","542.11","-","-3.03%"
"Jun 14, 2017","564.60","570.19","570.33","563.46","-","-0.99%"
"Jun 13, 2017","570.26","568.86","571.09","568.02","-","0.23%"
"Jun 12, 2017","568.95","567.99","570.68","566.92","-","0.16%"
"Jun 09, 2017","568.04","569.55","574.14","567.22","-","-0.29%"
"Jun 08, 2017","569.67","572.48","572.61","564.69","-","-0.52%"
"Jun 07, 2017","572.64","573.24","577.33","572.06","-","-0.07%"
"Jun 06, 2017","573.06","574.86","575.92","571.81","-","-0.32%"
"Jun 05, 2017","574.88","572.18","578.09","572.07","-","0.48%"
"Jun 02, 2017","572.12","573.22","574.29","567.50","-","-0.19%"
"Jun 01, 2017","573.21","576.11","579.90","570.81","-","-0.48%"
"May 31, 2017","575.96","589.39","589.54","575.66","-","-2.28%"
"May 30, 2017","589.38","588.98","591.66","588.30","-","0.07%"
"May 29, 2017","588.97","588.56","589.19","587.89","-","0.12%"
"May 26, 2017","588.27","598.20","598.46","587.95","-","-1.78%"
"May 25, 2017","598.92","598.34","602.87","596.99","-","0.11%"
"May 24, 2017","598.27","599.08","603.51","595.08","-","-0.17%"
"May 23, 2017","599.27","595.46","601.83","592.81","-","0.64%"
"May 22, 2017","595.47","595.44","597.75","590.85","-","0.02%"
"May 19, 2017","595.34","585.04","597.48","585.04","-","1.75%"
"May 18, 2017","585.11","600.55","600.59","583.04","-","-2.61%"
"May 17, 2017","600.80","609.90","610.01","600.14","-","-1.53%"
"May 16, 2017","610.15","608.21","610.64","605.82","-","0.32%"
"May 15, 2017","608.23","597.47","608.36","597.43","-","1.82%"
"May 12, 2017","597.35","601.70","604.66","595.28","-","-0.72%"
"May 11, 2017","601.67","601.92","606.69","598.57","-","-0.01%"
"May 10, 2017","601.76","595.79","602.07","592.88","-","0.97%"
"May 09, 2017","595.99","595.76","596.47","594.60","-","0.00%"
"May 08, 2017","595.99","591.26","596.63","591.08","-","0.86%"
"May 05, 2017","590.93","591.61","591.78","583.07","-","-0.19%"
"May 04, 2017","592.03","599.58","600.24","591.07","-","-1.29%"
"May 03, 2017","599.76","609.95","610.44","599.16","-","-1.69%"
"May 02, 2017","610.08","610.41","615.67","609.85","-","-0.07%"
"May 01, 2017","610.53","609.71","610.74","609.67","-","0.14%"
"Apr 28, 2017","609.68","606.38","612.14","606.30","-","0.59%"
"Apr 27, 2017","606.09","606.64","607.04","600.96","-","-0.12%"
"Apr 26, 2017","606.84","605.34","607.61","600.67","-","0.25%"
"Apr 25, 2017","605.32","600.49","606.26","600.35","-","0.84%"
"Apr 24, 2017","600.27","589.25","601.55","589.23","-","1.88%"
"Apr 21, 2017","589.19","583.93","592.80","583.91","-","0.91%"
"Apr 20, 2017","583.90","584.04","584.54","578.16","-","-0.09%"
"Apr 19, 2017","584.44","587.86","589.54","583.85","-","-0.59%"
"Apr 18, 2017","587.93","589.92","594.97","585.69","-","-0.34%"
