"Date","Price","Open","High","Low","Vol.","Change %"
"Oct 11, 2018","11,051.5","10,991.5","11,061.5","10,941.0","-","-2.20%"
"Oct 10, 2018","11,300.0","11,287.5","11,440.0","11,205.0","205.95K","0.18%"
"Oct 09, 2018","11,280.0","11,195.0","11,387.5","11,165.0","277.76K","0.65%"
"Oct 08, 2018","11,207.5","11,415.0","11,607.5","11,132.5","418.51K","-1.88%"
"Oct 05, 2018","11,422.5","11,477.5","11,490.0","11,302.5","103.91K","-0.48%"
"Oct 04, 2018","11,477.5","11,667.5","11,710.0","11,400.0","89.70K","-1.65%"
"Oct 03, 2018","11,670.0","11,610.0","11,730.0","11,585.0","49.25K","0.52%"
"Oct 02, 2018","11,610.0","11,875.0","11,925.0","11,610.0","69.26K","-2.21%"
"Oct 01, 2018","11,872.5","11,905.0","11,945.0","11,832.5","39.67K","-0.34%"
"Sep 28, 2018","11,912.5","11,745.0","11,975.0","11,727.5","242.31K","1.49%"
"Sep 27, 2018","11,737.5","11,775.0","11,905.0","11,682.5","70.12K","-0.23%"
"Sep 26, 2018","11,765.0","11,622.5","11,905.0","11,597.5","419.97K","1.31%"
"Sep 25, 2018","11,612.5","11,692.5","11,700.0","11,555.0","330.35K","-0.71%"
"Sep 24, 2018","11,695.0","11,820.0","11,830.0","11,640.0","115.95K","-1.06%"
"Sep 21, 2018","11,820.0","11,367.5","11,827.5","11,355.0","423.43K","3.91%"
"Sep 20, 2018","11,375.0","11,387.5","11,422.5","11,330.0","233.24K","-0.18%"
"Sep 19, 2018","11,395.0","11,185.0","11,427.5","11,165.0","268.56K","2.06%"
"Sep 18, 2018","11,165.0","10,985.0","11,215.0","10,900.0","244.44K","1.64%"
"Sep 17, 2018","10,985.0","11,090.0","11,090.0","10,937.5","191.48K","-0.92%"
"Sep 14, 2018","11,087.5","11,025.0","11,147.5","10,985.0","229.41K","0.59%"
"Sep 13, 2018","11,022.5","10,870.0","11,067.5","10,802.5","343.84K","1.40%"
"Sep 12, 2018","10,870.0","10,817.5","10,930.0","10,637.5","323.57K","0.49%"
"Sep 11, 2018","10,817.5","11,022.5","11,067.5","10,817.5","263.76K","-1.84%"
"Sep 10, 2018","11,020.0","11,060.0","11,112.5","10,962.5","196.43K","-0.41%"
"Sep 07, 2018","11,065.0","11,065.0","11,207.5","10,937.5","279.99K","0.05%"
"Sep 06, 2018","11,060.0","11,135.0","11,200.0","10,975.0","274.43K","-0.72%"
"Sep 05, 2018","11,140.0","11,410.0","11,412.5","11,107.5","266.56K","-2.37%"
"Sep 04, 2018","11,410.0","11,270.0","11,480.0","11,210.0","244.09K","1.24%"
"Sep 03, 2018","11,270.0","11,277.5","11,310.0","11,182.5","191.31K","0.00%"
"Aug 31, 2018","11,270.0","11,317.5","11,380.0","11,190.0","301.76K","-0.55%"
"Aug 30, 2018","11,332.5","11,430.0","11,517.5","11,327.5","57.42K","-0.85%"
"Aug 29, 2018","11,430.0","11,515.0","11,522.5","11,415.0","275.99K","-0.72%"
"Aug 28, 2018","11,512.5","11,532.5","11,615.0","11,470.0","459.80K","-0.17%"
"Aug 27, 2018","11,532.5","11,270.0","11,540.0","11,260.0","344.48K","2.33%"
"Aug 24, 2018","11,270.0","11,237.5","11,400.0","11,125.0","230.73K","0.33%"
"Aug 23, 2018","11,232.5","11,222.5","11,327.5","11,107.5","247.83K","0.11%"
"Aug 22, 2018","11,220.0","11,265.0","11,342.5","11,157.5","192.06K","-0.40%"
"Aug 21, 2018","11,265.0","11,087.5","11,287.5","11,015.0","273.83K","1.65%"
"Aug 20, 2018","11,082.5","10,870.0","11,085.0","10,807.5","373.09K","1.98%"
"Aug 17, 2018","10,867.5","11,012.5","11,117.5","10,817.5","279.63K","-1.27%"
"Aug 16, 2018","11,007.5","10,957.5","11,127.5","10,802.5","416.84K","0.48%"
"Aug 15, 2018","10,955.0","11,282.5","11,337.5","10,955.0","219.96K","-2.97%"
"Aug 14, 2018","11,290.0","11,322.5","11,412.5","11,207.5","194.67K","-0.29%"
"Aug 13, 2018","11,322.5","11,477.5","11,487.5","11,160.0","251.83K","-1.41%"
"Aug 10, 2018","11,485.0","11,475.0","11,552.5","11,372.5","209.60K","0.13%"
"Aug 09, 2018","11,470.0","11,170.0","11,497.5","11,087.5","252.18K","2.69%"
"Aug 08, 2018","11,170.0","11,395.0","11,445.0","11,145.0","241.42K","-1.93%"
